Spoon,USA,,Group,1994,,"['Rock','Indie']"
The Coup,USA,,Group,1992,,"['Hip hop','Alternative']"
Drumsound & Bassline Smith,Unknown,,Group,1998,,"['Rock','Indie','Drum','Bass']"
Amy Holland,Netherlands,Female,Person,1953-08-15,,"['Unknown']"
Gridlock,USA,,Group,1994,2005-03-24,"['Unknown']"
Amp Fiddler,USA,Male,Person,,,"['Soul','Reggae']"
Baby Dee,USA,,Person,1953,,"['Unknown']"
Barão Vermelho,Brazil,,Group,1981,,"['Unknown']"
Terror 2000,Unknown,,Group,,,"['Unknown']"
The Birthday Massacre,Canada,,Group,1999,,"['Rock','Synth']"
Goodbye Diana,Unknown,,Group,,,"['Unknown']"
The Charlatans,United Kingdom,,Group,1990,,"['Rock','Indie']"
Cemetery of Scream,Poland,,Group,1993,,"['Gothic','Metal']"
Per Gessle,Sweden,Male,Person,1959-01-12,,"['Unknown']"
Mitch Hedberg,USA,Male,Person,1968-02-24,2005-03-30,"['Comedy']"
Patti Drew,USA,Female,Person,1944-12-29,,"['Unknown']"
Jonah Matranga,USA,Male,Person,1969-08-11,,"['Rock','Melodic']"
The Clumsy Lovers,Canada,,Group,,,"['Unknown']"
Chevelle,USA,,Group,1994,,"['Unknown']"
Kool G Rap,USA,Male,Person,1968-07-20,,"['Rap','Hip hop','Gangsta']"
Game Theory,Unknown,,Group,1982,,"['Unknown']"
The Early November,USA,,Group,1999,2007-05-06,"['Unknown']"
The Ballistic Brothers,United Kingdom,,Group,1993,,"['Unknown']"
The Fabulous Thunderbirds,USA,,Group,1974,,"['Unknown']"
Placebo,United Kingdom,,Group,1994,,"['Rock','Indie','Pop','Alternative']"
Depeche Mode,United Kingdom,,Group,1980,,"['Electro','Rock','Alternative','Synth','Punk','Dance','Indie','Pop']"
Pink Floyd,United Kingdom,,Group,1965,,"['Classic','Rock','Psychedelic','Pop','Progressive','Opera']"
The Finn Brothers,New Zealand,,Group,1995,,"['Rock','Pop','Classic']"
Theatres des Vampires,Italy,,Group,1994,,"['Unknown']"
Alex Gaudino,Italy,Male,Person,1970-01-23,,"['Pop','Dance','Electro']"
Cosmicdust,Unknown,,,,,"['Unknown']"
Kenny y los Eléctricos,Mexico,,Group,1980,,"['Unknown']"
Ayşe Hatun Önal,Turkey,Female,Person,1978-07-29,,"['Unknown']"
Iszoloscope,Canada,,Group,1999,,"['Unknown']"
LiLiPUT,Switzerland,,Group,1979,1983,"['Punk']"
The December Sound,Unknown,,Group,,,"['Unknown']"
The Meters,USA,,Group,1965,1977,"['Rock','Funk','Pop','Classic']"
VNV Nation,Unknown,,Group,1990,,"['Trance','Electro','Synth','Industrial','Pop']"
The Maccabees,United Kingdom,,Group,,,"['Rock','Indie']"
Chick Corea,USA,Male,Person,1941-06-12,,"['Fusion','Blues','Contemporary','Jazz']"
Styx,USA,,Group,1970,,"['Rock','Progressive']"
Brighten,USA,,Group,,,"['Unknown']"
Touch and Go,United Kingdom,,Group,1998,,"['Unknown']"
Urmas Alender,Estonia,Male,Person,1953-11-22,1994-09-28,"['Unknown']"
Junior Murvin,Jamaica,Male,Person,1949,2013-12-02,"['Rock','Indie','Reggae','Jam']"
Girls Against Boys,USA,,Group,1988,,"['Unknown']"
Pearl Jam,USA,,Group,1990,,"['Rock','Indie','Alternative']"
The Strange Death of Liberal England,United Kingdom,,Group,,,"['Unknown']"
Céline Dion,Canada,Female,Person,1968-03-30,,"['Rock','Pop','Classic']"
The Hazey Janes,United Kingdom,,Group,,,"['Unknown']"
Joachim Nielsen,Norway,,Person,1964-09-08,2000-10-17,"['Unknown']"
Otep,USA,,Group,2000,,"['Metal']"
Henry Mancini,USA,Male,Person,1924-04-16,1994-06-14,"['Rock','Pop','Classic']"
Gang Gang Dance,USA,,Group,2001,,"['Experimental','Rock','Electro']"
Von Südenfed,Unknown,,Group,,,"['Electro']"
Staffan Hellstrand,Sweden,Male,Person,1956-05-13,,"['Unknown']"
tobyMac,USA,Male,Person,1964-10-22,,"['Unknown']"
Xavier Naidoo,Germany,Male,Person,1971-10-02,,"['Pop','Soul']"
16volt,Unknown,,Group,1991,2014-08,"['Rock','Industrial','Electro','Metal']"
Summoning,Austria,,Group,1993,,"['Metal']"
Sigh,Japan,,Group,1990-05,,"['Metal']"
Remy Zero,USA,,Group,1993,2003,"['Unknown']"
Sergent Garcia,France,,Group,,,"['Unknown']"
Paul Wirkus,Poland,Male,Person,1967,,"['Blues','Jazz']"
of Montreal,USA,,Group,1996,,"['Electro','Experimental','Rock','Indie','Psychedelic','Pop']"
The Feeling,United Kingdom,,Group,2005,,"['Rock','Indie']"
Grand Magus,Sweden,,Group,1996,,"['Unknown']"
Primus,Unknown,,Group,1984,,"['Rock','Funk','Alternative','Metal']"
The Georgia Satellites,USA,,Group,1980,1997,"['Unknown']"
Gioachino Rossini,Italy,Male,Person,1792-02-29,1868-11-13,"['Unknown']"
Battles,USA,,Group,2002,,"['Rock','Indie']"
Ajda Pekkan,Turkey,Female,Person,1946-02-12,,"['Unknown']"
Tom Vek,United Kingdom,Male,Person,1981,,"['Rock','Indie','Alternative','Electro']"
Scooter,Germany,,Group,1993-12-01,,"['Unknown']"
Peter and the Test Tube Babies,United Kingdom,,Group,1978,,"['Punk']"
Babylon Circus,France,,Group,1995,,"['Unknown']"
The Wolfgang Press,United Kingdom,,Group,,,"['Unknown']"
Johnny Rivers,USA,Male,Person,1942-11-07,,"['Rock','Indie']"
Aphrodite,United Kingdom,Male,Person,,,"['Bass','Hip hop','Drum','Dance','Rnb']"
Ben E. King,USA,Male,Person,1938-09-28,,"['Rock','Pop','Classic']"
George Nooks,Jamaica,,Person,,,"['Unknown']"
Bananarama,United Kingdom,,Group,1979,,"['Electro','Rock','Synth','Dance','Indie','Pop']"
Prism,Canada,,Group,1976,,"['Unknown']"
Soulfly,Unknown,,Group,1997,,"['Alternative','Metal']"
Math and Physics Club,Unknown,,Group,2004,,"['Unknown']"
有坂美香,Japan,Female,Person,1974-06-28,,"['Unknown']"
Bela B.,Germany,Male,Person,1962-12-14,,"['Punk']"
Sunblock,Sweden,,Group,2006,,"['Unknown']"
Reservoir Dogs,Unknown,Male,Person,,,"['Unknown']"
Renaldo & The Loaf,United Kingdom,,Group,,,"['Unknown']"
Prince Far I,Jamaica,Male,Person,1945,1983-09-15,"['Reggae','Jam']"
Outrageous Cherry,USA,,Group,1992,,"['Unknown']"
Roger Williams,USA,Male,Person,1924-10-01,2011-10-08,"['Unknown']"
Buddha Monks,Unknown,,Group,,,"['Unknown']"
Ferhat Göçer,Turkey,Male,Person,1967-06-23,,"['Unknown']"
Naked Raygun,USA,,Group,1980,1992,"['Punk']"
Local Rabbits,Canada,,Group,,,"['Unknown']"
Manu Lanvin,France,,Person,,,"['Unknown']"
Indian Jewelry,USA,,Group,2002,,"['Unknown']"
Joe Purdy,USA,Male,Person,,,"['Unknown']"
Apathy,USA,Male,Person,1979-03-08,,"['Hip hop']"
Infusion,Australia,,Group,1998,,"['Electro','Synth','Dance','Indie','Pop']"
Cara Dillon,Unknown,Female,Person,1975-07-21,,"['Folk']"
Covenant,Sweden,,Group,1989,,"['Pop']"
Bebel Gilberto,Brazil,Female,Person,1966-05-12,,"['Jazz','Samba','Bossa','World','Pop']"
Alice Russell,United Kingdom,Female,Person,1975-03-01,,"['Unknown']"
Confetti,Unknown,,,,,"['Unknown']"
Clawjob,Unknown,,Group,2000,2009,"['Unknown']"
Beatallica,USA,,Group,2001,,"['Unknown']"
Semifinalists,Unknown,,,,,"['Unknown']"
The Halo Benders,USA,,Group,1994,,"['Unknown']"
Alela Diane,Unknown,Female,Person,1983-04-20,,"['Rock','Pop','Classic']"
Jenifer,France,Female,Person,1982-11-15,,"['Unknown']"
Poison Idea,USA,,Group,1980,,"['Punk']"
Crystal Kay,Japan,Female,Person,1986-02-26,,"['Unknown']"
Krum Bums,USA,,Group,,,"['Unknown']"
Minor Majority,Norway,,Group,2001,,"['Unknown']"
Hurricane #1,United Kingdom,,Group,1996,1999,"['Unknown']"
AFX,United Kingdom,Male,Person,1971-08-18,,"['Experimental','Techno','Electro','Ambient']"
Yellowman,Jamaica,Male,Person,1956-01-15,,"['Soul','Reggae']"
Headstones,Unknown,,Group,1987,,"['Unknown']"
Los Amantes de Lola,Unknown,,Group,1987,,"['Unknown']"
Eluvium,USA,,Other,2003,,"['Ambient']"
London After Midnight,USA,Male,Other,1990,,"['Rock','Progressive','Gothic']"
José Luis Perales,Spain,Male,Person,1945-01-18,,"['Unknown']"
Mikey Dread,Unknown,,Person,1954-06-04,2008-03-15,"['Rock','Pop','Classic']"
Paul Mauriat,France,Male,Person,1925-03-04,2006-11-03,"['Unknown']"
The Jazz Butcher,United Kingdom,,Group,1982,1995,"['Unknown']"
Mlada Fronta,France,,Person,,,"['Unknown']"
Океан Ельзи,Ukraine,,Group,1994-10-12,,"['Unknown']"
Jean Michel Jarre,France,Male,Person,1948-08-24,,"['Classic','Electro','Rock','Instrumental','Pop','Ambient']"
Miracle Fortress,Canada,,Group,2006,,"['Rock','Pop','Classic']"
Chloé,France,Female,Person,,,"['Unknown']"
Hey Rosetta!,Canada,,Group,2005,,"['Unknown']"
Bulldozer,Italy,,Group,1980,,"['Metal']"
陳奕迅,Hong Kong,Male,Person,1974-07-27,,"['Unknown']"
Ada,Germany,Female,Person,,,"['Unknown']"
Heavens to Betsy,USA,,Group,1991,1994,"['Rock','Indie','Alternative']"
Scouting for Girls,United Kingdom,,Group,2005,,"['Pop']"
Lycia,USA,,Group,1988-05,,"['Unknown']"
Deepface,Unknown,,,,,"['Unknown']"
Colin Hay,Australia,Male,Person,1953-06-29,,"['Acoustic']"
Rob Costlow,USA,Male,Person,,,"['Unknown']"
Army of Lovers,Sweden,,Group,1987,2001,"['Pop','Dance']"
Barenaked Ladies,Canada,,Group,1988,,"['Classic','Rock','Alternative','Pop','Comedy']"
Signal Aout 42,Belgium,,Group,,,"['Unknown']"
Gratitude,USA,,Group,2003-01-15,2005-11-23,"['Unknown']"
Code 64,Sweden,,Group,2000,2013,"['Unknown']"
Laurie Anderson,USA,Female,Person,1947-06-05,,"['Rock','Pop','Classic']"
Left,Unknown,,Person,,,"['Unknown']"
The Spinto Band,USA,,Group,,,"['Rock','Pop','Classic']"
The Dream Syndicate,USA,,Group,1981,1989,"['Unknown']"
InsideOut,Unknown,,,,,"['Cappella']"
Gamma Ray,Germany,,Group,1988,,"['Metal']"
Sunny Day Real Estate,USA,,Group,1992,2011,"['Unknown']"
L.A. Guns,USA,,Group,1983,,"['Rock','Metal','Glam']"
Tim Buckley,USA,Male,Person,1947-02-14,1975-06-29,"['Classic','Rock','Psychedelic','Pop','Folk']"
Soulstice,USA,,Group,,,"['Unknown']"
Breaking Benjamin,USA,,Group,1998,,"['Alternative','Metal']"
Junior Boys,Canada,,Group,1999,,"['Downtempo','Pop','Electro']"
The Broadways,USA,,Group,1996,1998,"['Rock','Punk']"
Leela James,USA,Female,Person,1983-06-02,,"['Dance','Electro']"
Los Fuckin Sombreros,Unknown,,Group,2002,,"['Unknown']"
Justice,France,,Group,2003,,"['Dance','House','Electro']"
Doctor Krápula,Colombia,,Group,1998,,"['Unknown']"
The Sleepy Jackson,Australia,,Group,1998,,"['Rock','Indie']"
Ordo Rosarius Equilibrio,Sweden,,Group,1998,,"['Folk','Industrial']"
Tobias Fröberg,Unknown,,Person,,,"['Unknown']"
Sick Puppies,Australia,,Group,1997,,"['Rock','Alternative']"
Woe,Unknown,,Group,2000,2004,"['Unknown']"
Krzysztof Komeda,Poland,Male,Person,1931-04-27,1969-04-23,"['Jazz']"
Nirvana,Finland,,Group,,,"['Punk']"
Altorių Šešėliai,Lithuania,,Group,2005,,"['Metal']"
Ulf Lundell,Sweden,Male,Person,1949-11-20,,"['Unknown']"
The Suicide File,USA,,Group,2001,,"['Unknown']"
Witches,Unknown,,Group,,,"['Unknown']"
Veruca Salt,USA,,Group,1993,,"['Rock','Indie']"
i hate myself,USA,,Group,1996,1997,"['Unknown']"
Gatsbys American Dream,USA,,Group,2002,,"['Unknown']"
Waiwan,Unknown,Male,Person,,,"['Unknown']"
Premiata Forneria Marconi,Italy,,Group,1970,,"['Rock','Symphonic','Progressive']"
Sunny Sweeney,USA,Female,Person,1976-12-07,,"['Unknown']"
ABC,United Kingdom,,Group,1980,,"['Rock','Pop','Classic']"
Alina Orlova,Lithuania,Female,Person,1988-06-28,,"['Indie','Folk']"
Archer Prewitt,USA,,Person,1963,,"['Unknown']"
Nightingale,Unknown,,Group,1995,,"['Unknown']"
The Skatalites,Jamaica,,Group,1964-05,,"['Soul','Ska','Reggae']"
Harry Gregson-Williams,United Kingdom,Male,Person,1961-12-13,,"['Easy listening']"
My Teenage Stride,USA,,Group,,,"['Unknown']"
Friday Bridge,Unknown,,Group,2004-10-01,,"['Unknown']"
High Contrast,United Kingdom,Male,Person,1979-09-18,,"['Bass','Electro','Drum','Dance','Funk']"
Timber Timbre,Canada,,Group,2005,,"['Unknown']"
Mohair,Unknown,,Group,,,"['Unknown']"
Lukid,United Kingdom,Male,Person,,,"['Unknown']"
Maria Peszek,Poland,Female,Person,1973-09-09,,"['Unknown']"
Suis la lune,Unknown,,Group,,,"['Unknown']"
Moby,USA,Male,Person,1965-09-11,,"['Techno','Electro','Rock','Dance','House','Downtempo','Pop','Ambient']"
My Sad Captains,United Kingdom,,Group,,,"['Unknown']"
Royal Trux,USA,,Group,1987,2001,"['Rock','Indie']"
Emmanuel Moire,France,Male,Person,1979-06-16,,"['Unknown']"
Niza,Spain,,Group,1998,2004-06,"['Unknown']"
Monster Squad,Unknown,,Group,,,"['Unknown']"
Laura Veirs,USA,Female,Person,1973-10-24,,"['Folk']"
BOMB20,Germany,Male,Person,1978,,"['Unknown']"
Ultrasport,Unknown,,Group,,,"['Unknown']"
Over the Rhine,USA,,Group,1989,,"['Folk']"
Era,France,,Group,1996,,"['Ambient']"
Zeigeist,Sweden,,Group,2004,2009-02,"['Unknown']"
Do Make Say Think,Canada,,Group,1996-01,,"['Rock','Instrumental']"
Goldfinger,USA,,Group,1994,,"['Punk']"
Number One Gun,USA,,Group,2002,,"['Unknown']"
Pedro,Unknown,,Person,,,"['Unknown']"
The Ruby Suns,New Zealand,,Group,2004,,"['Rock','Pop','Classic']"
Feeder,United Kingdom,,Group,1995,,"['Rock','Pop','Classic']"
安室奈美恵,Japan,Female,Person,1977-09-20,,"['Rnb']"
Five,United Kingdom,,Group,1997,2001-09-27,"['Unknown']"
Distress,Unknown,,,,,"['Unknown']"
Johnette Napolitano,USA,Female,Person,1957-09-22,,"['Unknown']"
The Dead 60s,United Kingdom,,Group,2003,2008-02-08,"['Unknown']"
Piano Magic,United Kingdom,,Group,1996,,"['Dance','Electro']"
Opus III,Unknown,,Group,1992,1994,"['Electro']"
Goran Bregović,Unknown,Male,Person,1950-03-22,,"['Unknown']"
Born Ruffians,Canada,,Group,2004,,"['Rock','Indie']"
Brutal kuk,Norway,,Group,2000,,"['Unknown']"
Sister Carol,Unknown,,,,,"['Unknown']"
port-royal,Italy,,Group,,,"['Unknown']"
Alpha Blondy,Unknown,Male,Person,1953-01-01,,"['Reggae']"
Earth Crisis,USA,,Group,1992,2001,"['Punk','Metal']"
Trevor Rabin,South Africa,Male,Person,1954-01-13,,"['Rock','African']"
Craig David,United Kingdom,Male,Person,1981-05-05,,"['Pop','Contemporary']"
Hayes Carll,USA,Male,Person,1976-01-09,,"['Folk']"
British Sea Power,United Kingdom,,Group,2000,,"['Rock','Indie']"
Danzig,USA,,Group,1987,,"['Unknown']"
Kit Clayton,USA,Male,Person,1974,,"['Unknown']"
Jontti & Shaka,Finland,,Group,,,"['Unknown']"
The Robocop Kraus,Germany,,Group,1998,,"['Unknown']"
The Airborne Toxic Event,USA,,Group,2006,,"['Rock']"
Sarah Brightman,United Kingdom,Female,Person,1960-08-14,,"['Classic','Rock','Vocal','Crossover','Pop','Opera']"
Doom,United Kingdom,,Group,1987,2005,"['Punk']"
Bowery Electric,USA,,Group,1994,2000,"['Unknown']"
Nazareth,United Kingdom,,Group,1968,,"['Rock']"
Björk,Iceland,Female,Person,1965-11-21,,"['Electro','Experimental','Jazz','Rock','Alternative','Dance','Cappella','Indie','Baroque','Pop','Progressive','Ambient']"
Are You God?,Unknown,,,,,"['Unknown']"
Sigma,United Kingdom,,Group,,,"['Unknown']"
Beginner,Germany,,Group,1991,,"['Unknown']"
Susperia,Norway,,Group,1998,,"['Unknown']"
Dežo Ursiny,Slovakia,Male,Person,1947-10-04,1995-05-02,"['Unknown']"
A Thorn for Every Heart,USA,,Group,2003,,"['Unknown']"
Siktransit,Unknown,,,,,"['Unknown']"
The Chap,United Kingdom,,Group,,,"['Rock','Pop','Classic']"
BT,USA,Male,Person,1971-10-04,,"['Trance','House','Progressive','Electro']"
Morning State,Unknown,,Group,,,"['Unknown']"
Steve Winwood,United Kingdom,Male,Person,1948-05-12,,"['Rock','Pop','Classic']"
Rivers Cuomo,USA,Male,Person,1970-06-13,,"['Rock']"
The Woolies,USA,,Group,,,"['Unknown']"
Lori McKenna,USA,Female,Person,1968-12-22,,"['Folk']"
Bubblegum Lemonade,United Kingdom,,Group,2008,,"['Unknown']"
Maria Mena,Norway,Female,Person,1986-02-19,,"['Rock','Pop','Vocal']"
Stryper,USA,,Group,1983,,"['Unknown']"
Joe Vertigo,Unknown,,Person,,,"['Unknown']"
THE YELLOW MONKEY,Japan,,Group,1988,2004-07-07,"['Unknown']"
Drowning Pool,USA,,Group,1999,,"['Metal']"
SuperMayer,Unknown,,Group,,,"['Unknown']"
La Roux,United Kingdom,,Group,2008,,"['Unknown']"
White Rose Movement,Unknown,,Group,,,"['Unknown']"
The Barracudas,Canada,,Group,1979,,"['Classic','Rock','Alternative','Punk','Pop']"
The Cult,United Kingdom,,Group,1983,,"['Rock','Indie','Punk']"
Jokke & Valentinerne,Unknown,,Group,1982,1995,"['Unknown']"
Tears Run Rings,Unknown,,Group,,,"['Pop']"
Sielun Veljet,Finland,,Group,1983,1989,"['Unknown']"
Crazy Town,Unknown,,Group,1995,,"['Metal']"
Biffy Clyro,United Kingdom,,Group,1995,,"['Rock','Indie']"
Giraffes? Giraffes!,Unknown,,Group,,,"['Rock']"
Red Snapper,United Kingdom,,Group,1993,,"['Drum','Jazz','Bass']"
Tiamat,Sweden,,Group,1989,,"['Gothic','Metal']"
Gob Iron,Unknown,,Group,,,"['Unknown']"
陰陽座,Japan,,Group,1999,,"['Metal']"
The God Machine,Unknown,,Group,1990,1994-05-23,"['Unknown']"
James Morrison,United Kingdom,Male,Person,1984-08-13,,"['Rock','Pop','Soul']"
Robert Fripp,United Kingdom,Male,Person,1946-05-16,,"['Rock','Pop','Classic','Progressive']"
Nellie McKay,USA,Female,Person,1982-04-13,,"['Unknown']"
Moodswings,United Kingdom,,Group,1992,,"['Unknown']"
Smog,USA,Male,Person,1966-06-03,,"['Rock','Indie']"
Various Artists,Unknown,,Other,,,"['Reggae','Bass','Trance','Classic','Hip hop','Electro','Ska','Jazz','Chillout','Drum','Rock','Chamber','Alternative','Country','Soul','Punk','Dance','Tango','Fusion','Indie','Rnb','House','Instrumental','Metal','Vocal','Blues','World','Celtique','Pop','Rhythm','Gospel','Folk','Progressive','Rap','Beat','Soft','Opera']"
Kate Ryan,Belgium,Female,Person,1980-07-22,,"['Trance','Pop','Dance','Electro']"
Alter Ego,Germany,,Group,1993,,"['Unknown']"
Carolina Liar,Sweden,,Group,2006,,"['Unknown']"
Devilish Impressions,Poland,,Group,2000,,"['Unknown']"
Project Pat,USA,Male,Person,1973-02-08,,"['Unknown']"
Juanes,Colombia,Male,Person,1972-08-09,,"['Rock','Pop']"
Vigilante,Chile,,Group,,,"['Industrial','Metal']"
Keren Ann,Israel,Female,Person,1974-03-10,,"['Folk']"
The Beauty Room,Unknown,,,,,"['Unknown']"
John Williams,Australia,Male,Person,1941-04-24,,"['Classic']"
Revolution Void,USA,Male,Person,,,"['Unknown']"
P:ano,Canada,,Group,1999,,"['Unknown']"
Luscious Jackson,USA,,Group,1991,2000,"['Classic','Hip hop','Rock','Alternative','Dance','Pop']"
Tabula Rasa,Unknown,,,,,"['Unknown']"
Brazilian Girls,Unknown,,Group,2003,,"['Unknown']"
Stone Temple Pilots,USA,,Group,1990,,"['Rock','Alternative']"
Amaia Montero,Spain,Female,Person,1976-08-26,,"['Unknown']"
Moria,Unknown,,Group,2003,2008-04-15,"['Unknown']"
Lloyd Banks,USA,Male,Person,1982-04-30,,"['Unknown']"
Sydän sydän,Finland,,Group,2002,,"['Unknown']"
The Tough Alliance,Sweden,,Group,2001,,"['Unknown']"
Sadist,Italy,,Group,1991,,"['Unknown']"
Static‐X,USA,,Group,1994,,"['Industrial','Alternative','Metal']"
Pentagram,Turkey,,Group,1987,,"['Unknown']"
Akcent,Romania,,Group,1999,,"['Unknown']"
KGP,Unknown,,,,,"['Unknown']"
Eternal Tears of Sorrow,Finland,,Group,1994,,"['Melodic','Metal']"
Elissa,Lebanon,Female,Person,1972-10-27,,"['Unknown']"
Boy Division,Germany,,Group,,,"['Unknown']"
Roots Radics,Jamaica,,Group,1978,,"['Unknown']"
Another Sunny Day,United Kingdom,,Group,1987,1992,"['Unknown']"
David Coverdale,United Kingdom,Male,Person,1951-09-22,,"['Blues','Metal']"
LP,Unknown,,,,,"['Unknown']"
Desmond Dekker,Jamaica,Male,Person,1941-07-16,2006-05-25,"['Rock','Indie','Jam']"
Darkseed,Germany,,Group,1992,,"['Gothic','Metal']"
Jatun,Unknown,,Person,,,"['Unknown']"
Daniel Johnston,Unknown,Male,Person,1961-01-22,,"['Folk','Dance','Electro']"
The Go! Team,United Kingdom,,Group,2000,,"['Hip hop','Electro','Rock','Dance','Indie']"
My Dad Is Dead,USA,,Group,1985,,"['Unknown']"
Soulive,USA,,Group,1999,,"['Funk','Soul','Jazz','Reggae']"
Tali & Meth,Unknown,,Group,,,"['Unknown']"
Glider,Unknown,,Group,,,"['Unknown']"
Xiu Xiu,USA,,Group,2000,,"['Unknown']"
Mika,United Kingdom,Male,Person,1983-08-18,,"['Pop','Rap']"
The Boys,United Kingdom,,Group,1976,,"['Punk']"
Közi,Japan,,Person,1972-05-29,,"['Unknown']"
Irina,Finland,Female,Person,1975-05-10,,"['Unknown']"
James Cotton,USA,Male,Person,1935-07-01,,"['Unknown']"
Q-Strange,Unknown,,,,,"['Unknown']"
Sunfold,USA,,Group,,,"['Unknown']"
Dubioza kolektiv,Bosnia and Herzegovina,,Group,2003,,"['Unknown']"
HateSphere,Denmark,,Group,2000,,"['Unknown']"
Dan Gibson,Canada,Male,Person,1922-01-19,2006-03-18,"['Unknown']"
Robert Johnson,USA,Male,Person,1911-05-08,1938-08-16,"['Blues','Country','Acoustic']"
Otyg,Sweden,,Group,1995,,"['Folk','Metal']"
Secede,Unknown,,Person,,,"['Unknown']"
The Names,Belgium,,Group,,,"['Unknown']"
Palace Fires,Unknown,,Group,,,"['Unknown']"
Efterklang,Denmark,,Group,2001,,"['Rock','Indie','Alternative']"
Emma Pollock,United Kingdom,Female,Person,,,"['Rock','Indie']"
Julien Clerc,France,Male,Person,1947-10-04,,"['Unknown']"
Michael Z. Land,USA,Male,Person,1961,,"['Unknown']"
CC Cowboys,Norway,,Group,,,"['Unknown']"
Add N to,United Kingdom,,Group,1994,2003,"['Rock','Indie','Electro']"
Red Hot Chili Peppers,USA,,Group,1983,,"['Rock','Alternative','Funk','Metal','Crossover','Pop','Rap']"
Cinderella,USA,,Group,1984,,"['Unknown']"
Blue Monday,Canada,,Group,2001,2006,"['Unknown']"
Icon of Coil,Norway,,Group,1997,,"['Pop','Electro']"
Brain Failure,China,,Group,1997,,"['Unknown']"
The High & Mighty,USA,,Group,1999,,"['Hip hop']"
Desaparecidos,USA,,Group,2001,2003,"['Unknown']"
Chicane,United Kingdom,Male,Person,1971-02-28,,"['Trance','Chillout','Dance','Electro']"
Thurston Moore,USA,Male,Person,1958-07-25,,"['Unknown']"
Nightlight Duo,Estonia,,Group,2001,2004,"['Unknown']"
Madsen,Unknown,,Group,2004,,"['Unknown']"
Dan Tyminski,USA,Male,Person,1967-06-20,,"['Unknown']"
The Last Shadow Puppets,United Kingdom,,Group,2007,,"['Rock','Indie']"
Dakota Suite,United Kingdom,,Group,,,"['Unknown']"
Clazziquai Project,South Korea,,Group,2001,,"['Electro']"
Demented Are Go!,United Kingdom,,Group,1982,,"['Unknown']"
Natasha Bedingfield,United Kingdom,Female,Person,1981-11-26,,"['Pop','Soul','Contemporary']"
I LIKE TRAINS,United Kingdom,,Group,2003,,"['Rock','Indie','Alternative','Vocal']"
Elvis Costello,United Kingdom,Male,Person,1954-08-25,,"['Rock','Pop','Folk','Classic']"
Tony Bennett,USA,Male,Person,1926-08-03,,"['Pop','Jazz']"
Iced Earth,USA,,Group,1988,,"['Metal']"
#Poundsign#,Unknown,,Group,,,"['Unknown']"
Ozzy Osbourne,Unknown,Male,Person,1948-12-03,,"['Rock','Pop','Classic','Metal']"
Parálisis Permanente,Spain,,Group,1981,1983,"['Punk']"
Glass Onion,Unknown,,Group,1991,,"['Unknown']"
Orgone,Unknown,,Group,,,"['Rock','Soul','Afrobeat','Dance','Funk','Disco','Beat']"
Monkey Swallows the Universe,United Kingdom,,Group,2003-01,2008,"['Rock','Pop','Classic']"
Дима Билан,Russian Federation,Male,Person,1981-12-24,,"['Unknown']"
Compay Segundo,Cuba,Male,Person,1907-11-18,2003-07-13,"['World']"
Carry On,Unknown,,,,,"['Unknown']"
Acid Bath,USA,,Group,1991,1997,"['Metal']"
Roll Deep,United Kingdom,,Group,,,"['Dance','Hip hop','Rnb']"
The Republic Tigers,USA,,Group,2006-08-01,,"['Unknown']"
Alien Ant Farm,USA,,Group,1995,,"['Rock','Indie']"
This Is a Process of a Still Life,USA,,Group,,,"['Unknown']"
Modeselektor,Germany,,Group,1996,,"['Rock','Indie','Techno','Electro']"
By the End of Tonight,USA,,Group,,,"['Unknown']"
Something Corporate,USA,,Group,1998,,"['Unknown']"
Nahash,Lithuania,,Group,1993,,"['Unknown']"
Sabertooth Zombie,Unknown,,Group,,,"['Unknown']"
Black Debbath,Norway,,Group,,,"['Unknown']"
The Meteors,United Kingdom,,Group,1980,,"['Unknown']"
Elisa,Italy,Female,Person,1977-12-19,,"['Unknown']"
Bloc Party,United Kingdom,,Group,2003,,"['Rock','Indie','Punk','Alternative']"
Benzos,Unknown,,Group,2004,,"['Unknown']"
Black Tambourine,USA,,Group,1989,1991,"['Unknown']"
Ruins,Japan,,Group,1985,,"['Unknown']"
Louis,France,Male,Person,1977-05-12,,"['Unknown']"
Babyshambles,United Kingdom,,Group,2003,,"['Rock','Indie','Alternative']"
Borknagar,Norway,,Group,1995,,"['Progressive','Metal']"
ballboy,United Kingdom,,Group,,,"['Unknown']"
Kalmah,Finland,,Group,1998,,"['Unknown']"
Deliverance,USA,,Group,1985,,"['Metal']"
Celtic Cross,United Kingdom,,Group,,,"['Unknown']"
Too $hort,Unknown,Male,Person,1966-04-28,,"['Dance','Hip hop','Rnb']"
Teatr Muzyczny ROMA,Unknown,,Group,,,"['Unknown']"
This Heat,United Kingdom,,Group,1975,1982,"['Classic','Experimental','Rock','Punk','Pop']"
BOAT,USA,,Group,,,"['Unknown']"
Anal Cunt,USA,,Group,1988-03,2011-06-11,"['Unknown']"
Delta Goodrem,Australia,Female,Person,1984-11-09,,"['Rock','Pop','Contemporary','Alternative']"
Shalamar,USA,,Group,1975,1991,"['Rock','Pop','Classic']"
Mr Cooper,Unknown,,Person,,,"['Unknown']"
Astrud Gilberto,Brazil,Female,Person,1940-03-30,,"['Samba','Bossa']"
Genesis,United Kingdom,,Group,1967,,"['Classic','Rock','Pop','Folk','Progressive','Opera']"
