Gary Jules,USA,Male,Person,1969-03-19,,"['Rock','Indie']"
Jim Dooley,USA,Male,Person,1976-08-22,,"['Unknown']"
Amy Grant,USA,Female,Person,1960-11-25,,"['Rock','Pop','Classic']"
大沢伸一,Japan,Male,Person,1967-02-07,,"['Unknown']"
Amanda Palmer,USA,Female,Person,1976-04-30,,"['Unknown']"
Jelly Roll Morton,USA,Male,Person,1885-10-20,1941-07-10,"['Unknown']"
Nilsson,Netherlands,,Group,,2001,"['Unknown']"
Sonny Rollins,USA,Male,Person,1930-09-07,,"['Jazz']"
William Basinski,USA,Male,Person,1958,,"['Ambient']"
Saybia,Denmark,,Group,1993,,"['Unknown']"
Trophy Scars,USA,,Group,2002-06,,"['Unknown']"
Elbow,United Kingdom,,Group,1990,,"['Rock','Indie']"
God Module,USA,,Group,1999,,"['Unknown']"
Aura Noir,Norway,,Group,1993,,"['Metal']"
Lionel Richie,USA,Male,Person,1949-06-20,,"['Funk','Pop','Soul','Reggae']"
Velveteen,Unknown,,,,,"['Unknown']"
La Rumeur,France,,Group,1997,,"['Hip hop']"
Midnight Star,USA,,Group,1976,,"['Funk']"
Aerosmith,USA,,Group,1970,,"['Classic','Rock','Metal','Blues','Pop']"
Neil Finn,New Zealand,Male,Person,1958-05-27,,"['Rock','Pop','Classic']"
Quicksand,USA,,Group,,1998,"['Unknown']"
Jon McLaughlin,Unknown,,Person,,,"['Unknown']"
MFÖ,Turkey,,Group,,,"['Unknown']"
Siobhán Donaghy,United Kingdom,Female,Person,1984-06-14,,"['Pop']"
Firehouse,Unknown,,Group,1988,,"['Unknown']"
MxPx,USA,,Group,1992,,"['Rock','Pop','Punk']"
Matthew Dear,USA,Male,Person,1979-04-04,,"['Pop','Synth']"
Audun,Unknown,,,,,"['Unknown']"
Julio Iglesias,Spain,Male,Person,1943-09-23,,"['Easy listening']"
Daylight Dies,USA,,Group,1996,,"['Metal']"
Young Marble Giants,United Kingdom,,Group,1979-11,,"['Classic','Rock','Alternative','Punk','Pop']"
Sinitta,USA,Female,Person,1966-10-19,,"['Rock','Pop','Classic']"
Vocal Sampling,Cuba,,Group,,,"['Cappella']"
Dropping Daylight,USA,,Group,2001,,"['Unknown']"
Fingathing,United Kingdom,,Group,,,"['Dance','Electro','Hip hop']"
Aghora,USA,,Group,1995,,"['Progressive','Metal']"
The Magic Numbers,United Kingdom,,Group,2002,,"['Rock','Indie']"
Nikakoi,Unknown,,Person,,,"['Unknown']"
Billy Corgan,USA,Male,Person,1967-03-17,,"['Rock','Alternative']"
Gustav Holst,United Kingdom,Male,Person,1874-09-21,1934-05-25,"['Unknown']"
Pure Horsehair,Unknown,,Group,2003,,"['Unknown']"
Proyecto Uno,USA,,Group,,,"['Unknown']"
Candee Jay,Netherlands,,Person,,,"['Unknown']"
Grammatics,United Kingdom,,Group,2006,2010,"['Rock','Indie']"
Arthur Brown's Kingdom Come,Unknown,,Group,1970,1974,"['Rock','Progressive']"
Marc et Claude,Germany,,Group,,,"['Unknown']"
Chaos UK,United Kingdom,,Group,1979,,"['Punk']"
Floater,Unknown,,Group,1993,,"['Unknown']"
The Honorary Title,USA,,Group,2002,2009,"['Unknown']"
Should,Unknown,,Group,,,"['Unknown']"
Four Tet,United Kingdom,Male,Person,1978,,"['Rock','Indie','Downtempo','Electro']"
Cell,France,,Person,,,"['Unknown']"
Ghostface Killah,USA,Male,Person,1970-01-28,,"['Dance','Hip hop','Rnb']"
Crossover,USA,,Group,,,"['Unknown']"
Bedrock,United Kingdom,,Group,1993,,"['Unknown']"
Johnny Clarke,Jamaica,Male,Person,1955-01-12,,"['Unknown']"
Rubik,Finland,,Group,2003,2013-12-20,"['Rock']"
Disarm,Unknown,,,,,"['Unknown']"
Reflekt,United Kingdom,,Group,,,"['Unknown']"
Zazen Boys,Japan,,Group,,,"['Unknown']"
The Coral,United Kingdom,,Group,1996,,"['Rock','Indie']"
Luminous Orange,Japan,,Group,1992,,"['Unknown']"
Disgorge,Unknown,,Group,1995,,"['Unknown']"
Dan Sartain,USA,Male,Person,1981,,"['Unknown']"
Colour of Fire,United Kingdom,,Group,2001,,"['Unknown']"
Peter Paul & Mary,USA,,Group,1961,2009,"['Folk']"
The Bolshoi,United Kingdom,,Group,1983,1988,"['Rock','Punk','Alternative','Gothic']"
Electronic,United Kingdom,,Group,1989,1998,"['Rock','Alternative','Synth','Dance','Indie','Pop']"
Sleepy John Estes,USA,Male,Person,1899-01-25,1977-06-05,"['Unknown']"
Rollins Band,USA,,Group,1987-04,2006,"['Unknown']"
Serart,Unknown,,Group,,,"['Unknown']"
Chrome,USA,,Group,1976,1982,"['Unknown']"
Hanson,USA,,Group,1992,,"['Rock','Indie']"
Danny Tenaglia,USA,Male,Person,1961-03-07,,"['Unknown']"
The Postmarks,USA,,Group,,,"['Unknown']"
Swallow,United Kingdom,,Group,1990,,"['Unknown']"
Mecano,Spain,,Group,1981,1998,"['Unknown']"
HOME MADE 家族,Japan,,Group,1996,,"['Unknown']"
Dolorean,USA,,Group,,,"['Unknown']"
Andrea,Italy,,Person,,,"['Unknown']"
Uncle Dad,Unknown,,,,,"['Unknown']"
Mortal Love,Norway,,Group,2000,,"['Gothic','Metal']"
The Hair,Unknown,,Group,,,"['Unknown']"
Carla Bley,USA,Female,Person,1938-05-11,,"['Blues','Jazz']"
Fluke,United Kingdom,,Group,1986,,"['Beat','Electro']"
Justin Martin,USA,Male,Person,,,"['Unknown']"
Maria Rita,Brazil,Female,Person,1977-09-19,,"['Unknown']"
4hero,United Kingdom,,Group,1989,,"['Funk','Drum','Bass']"
Liisi Koikson,Estonia,Female,Person,1983-06-04,,"['Unknown']"
Toni Braxton,USA,Female,Person,1967-10-07,,"['Pop','Dance','Hip hop','Rnb']"
Jason Segel,Unknown,,Person,,,"['Unknown']"
Panda,Mexico,,Group,1996,,"['Unknown']"
Blockhead,USA,Male,Person,,,"['Hip hop','Instrumental','Electro']"
ROSSO,Japan,,Group,,,"['Unknown']"
THE BLUE HEARTS,Japan,,Group,1985-02,1995-05,"['Unknown']"
Agalloch,USA,,Group,1995,,"['Folk','Progressive','Metal']"
Pelle Carlberg,Sweden,Male,Person,1969-10-21,,"['Unknown']"
Anna Ternheim,Sweden,Female,Person,1978-05-31,,"['Rock','Pop']"
Die Apokalyptischen Reiter,Unknown,,Group,1995,,"['Melodic','Metal']"
King Sunny Adé,Nigeria,Male,Person,1946-09-20,,"['Unknown']"
Cymbals Eat Guitars,USA,,Group,2005,,"['Unknown']"
TM Juke,United Kingdom,Male,Person,,,"['Unknown']"
Lighthouse Family,United Kingdom,,Group,1993,,"['Rock','Pop','Classic']"
Vaz,USA,,Group,,,"['Unknown']"
People Under the Stairs,USA,,Group,1997,,"['Hip hop','Alternative']"
Slaid Cleaves,USA,Male,Person,1964-06-09,,"['Folk','Country']"
Chicago,USA,,Group,1967,,"['Rock','Pop','Classic','Jazz']"
Snuff,United Kingdom,,Group,1986,,"['Punk']"
John Debney,USA,Male,Person,1956-08-18,,"['Unknown']"
Tom Tom Club,USA,,Group,1981,,"['Rock','Pop','Classic']"
1 Giant Leap,United Kingdom,,Group,2001,,"['World','House','Electro']"
Daniel Menche,Unknown,Male,Person,1969-12-04,,"['Unknown']"
Molotov Jive,Unknown,,Group,,,"['Unknown']"
Pitch Black,New Zealand,,Group,1997,,"['Unknown']"
Caramelos de Cianuro,Venezuela,,Group,1991,,"['Unknown']"
Soda Stereo,Argentina,,Group,1983,1997,"['Rock','Pop','Alternative']"
David Gray,United Kingdom,Male,Person,1968-06-13,,"['Rock','Pop','Folk','Alternative']"
Wayne Harriss,Unknown,,Person,,,"['Unknown']"
Vaya Con Dios,Belgium,,Group,1986,,"['Unknown']"
Doris Day,USA,Female,Person,1922-04-03,,"['Pop','Easy listening']"
k-os,Canada,Male,Person,1972-02-20,,"['Rap','Hip hop','Alternative']"
Chalk Circle,Canada,,Group,1982,,"['Unknown']"
Ride,United Kingdom,,Group,1988,1996,"['Rock','Pop','Classic','Alternative']"
Fehlfarben,Germany,,Group,1979,,"['Punk']"
Susan Cadogan,Jamaica,Female,Person,1951-11-02,,"['Rock','Indie']"
Kinski,USA,,Group,1998,,"['Rock','Indie']"
Maciek Szymczuk,Unknown,,Person,,,"['Unknown']"
Lyrics Born,USA,Male,Person,1972,,"['Unknown']"
Canibus,USA,Male,Person,1974-12-09,,"['Hip hop']"
José Malhoa,Portugal,Male,Person,,,"['Unknown']"
To Rococo Rot,Germany,,Group,1995,,"['Dance','Electro']"
Raintime,Italy,,Group,1999,,"['Unknown']"
Matthew Sweet,USA,Male,Person,1964-10-06,,"['Pop']"
You Say Party! We Say Die!,Canada,,Group,2003-11,,"['Unknown']"
TWO-MIX,Japan,,Group,1995,,"['Unknown']"
Quasi,USA,,Group,1993,,"['Unknown']"
Hocus Pocus,France,,Group,1995,,"['Hip hop']"
The Long Blondes,United Kingdom,,Group,2003,2008-10-19,"['Rock','Indie']"
The Cardigans,Sweden,,Group,1992-10,,"['Rock','Indie','Pop','Alternative']"
Declaime,USA,Male,Person,,,"['Unknown']"
Landau,Unknown,,Group,,,"['Unknown']"
Wisin & Yandel,Puerto Rico,,Group,,,"['Reggae']"
X JAPAN,Japan,,Group,1982,,"['Progressive','Metal']"
The Castaways,USA,,Group,,,"['Rock','Indie']"
Holly Golightly & The Brokeoffs,United Kingdom,,Group,,,"['Unknown']"
Planxty,Ireland,,Group,1972-01,2005,"['Folk']"
Off the Beat,Unknown,,Group,1986,,"['Unknown']"
Buried Inside,Canada,,Group,1997,2010,"['Metal']"
Blumentopf,Germany,,Group,1992,,"['Hip hop']"
Tomasz Bednarczyk,Poland,Male,Person,,,"['Unknown']"
Rupert Holmes,Unknown,Male,Person,1947-02-24,,"['Unknown']"
Yo La Tengo,Unknown,,Group,1984,,"['Rock','Indie','Pop','Classic']"
The Platters,USA,,Group,1953,,"['Easy listening']"
The End,Canada,,Group,1999,,"['Unknown']"
Meat Puppets,USA,,Group,1980,,"['Rock','Punk','Alternative']"
The Crüxshadows,USA,,Group,1992,,"['Rock','Alternative','Electro','Gothic']"
DJ Klang,Unknown,,,,,"['Unknown']"
Gregory and the Hawk,USA,Female,Person,,,"['Unknown']"
ProCon,Canada,,Group,,,"['Unknown']"
the innocence mission,USA,,Group,1985,,"['Unknown']"
N*E*R*D,USA,,Group,2001,,"['Rock','Hip hop','Dance','Rnb']"
Jessy Greene,USA,Female,Person,,,"['Unknown']"
One Way System,United Kingdom,,Group,1979,,"['Punk']"
Jon Jenkins,Unknown,,,,,"['Unknown']"
BlackBlack,USA,,Group,2004,,"['Unknown']"
Elvenking,Italy,,Group,1997-10,,"['Unknown']"
Captain,United Kingdom,,Group,2005,2009,"['Unknown']"
Out Hud,USA,,Group,1996,2005,"['Unknown']"
SEGA Sound Team,Japan,,Group,,,"['Soft']"
The Shining,United Kingdom,,Group,2000,2003,"['Unknown']"
Lemongrass,Germany,Male,Person,,,"['Unknown']"
Close Lobsters,United Kingdom,,Group,,,"['Rock','Indie','Pop','Classic']"
Specimen,United Kingdom,,Group,1980,1985,"['Rock','Punk','Gothic']"
E-Z Rollers,United Kingdom,,Group,1995,,"['Funk','Drum','Bass']"
Hoof,Unknown,,Group,,,"['Unknown']"
Dogs Die in Hot Cars,Unknown,,Group,1997,2006,"['Unknown']"
Thee Michelle Gun Elephant,Japan,,Group,1994,2003-10,"['Garage']"
Annie Lennox,United Kingdom,Female,Person,1954-12-25,,"['Rock','Pop','Soul','Classic']"
Jerry Jeff Walker,USA,Male,Person,1942-03-16,,"['Folk']"
Gavin DeGraw,USA,Male,Person,1977-02-04,,"['Rock','Pop']"
Elenium,Finland,,Group,1995,,"['Melodic','Metal']"
Coalesce,USA,,Group,1994,2005,"['Unknown']"
Lori Chaffer,Unknown,,Person,,,"['Unknown']"
hellogoodbye,USA,,Group,2001,,"['Unknown']"
The Potbelleez,Australia,,Group,2003,,"['Unknown']"
BumbleBee Unlimited,Unknown,,Group,,,"['Unknown']"
CDOASS,Sweden,,Group,2000,,"['Unknown']"
Rae & Christian,United Kingdom,,Group,1995,,"['Unknown']"
N.A.S.A.,USA,,Group,,,"['Unknown']"
NULL,Unknown,,,,,"['Unknown']"
Digital Witchcraft,Unknown,,,,,"['Unknown']"
Mentallo & The Fixer,USA,,Group,1988,,"['Industrial','Electro']"
Dr. Octagon,USA,,Person,1966-10-19,,"['Hip hop','Dance','Rnb']"
Loudon Wainwright III,USA,Male,Person,1946-09-05,,"['Folk','Easy listening']"
The Four Seasons,USA,,Group,1960,,"['Rock','Pop','Classic']"
Crazy Frog,Unknown,,Group,2004,,"['Pop']"
Nina Nastasia,USA,Female,Person,,,"['Classic','Rock','Chamber','Pop','Folk']"
Dustin O'Halloran,USA,Male,Person,1971-09-08,,"['Unknown']"
Agnostic Front,USA,,Group,1981,,"['Punk']"
Sioen,Belgium,Male,Person,1979-07-14,,"['Unknown']"
Shawn Colvin,USA,Female,Person,1956-01-10,,"['Folk']"
3nd,Japan,,Group,,,"['Unknown']"
Piebald,USA,,Group,1994,2007,"['Unknown']"
Astral Doors,Sweden,,Group,2002,,"['Unknown']"
Scared of Chaka,USA,,Group,1993,2001,"['Unknown']"
Great Big Sea,Canada,,Group,1993,,"['Folk']"
Young Gunz,USA,,Group,1995,,"['Rap','Hip hop']"
Ashford & Simpson,USA,,Group,1964,,"['Soul','Reggae']"
The Magnetic Fields,USA,,Group,1990,,"['Rock','Indie','Pop','Synth']"
Jaromír Nohavica,Czech Republic,Male,Person,1953-06-07,,"['Unknown']"
Go West,United Kingdom,,Group,1982,,"['Pop']"
Nox Arcana,USA,,Group,2003,,"['Rock','Classic','Electro','Ambient']"
Faker,Australia,,Group,1996,,"['Unknown']"
Colour Revolt,Unknown,,Group,,,"['Unknown']"
SebastiAn,France,Male,Person,1981,,"['Unknown']"
Jibbs,Unknown,Male,Person,1990-11-13,,"['Unknown']"
Evergrey,Sweden,,Group,1995,,"['Unknown']"
Kiki,Unknown,Male,Person,,,"['Unknown']"
Bochum Welt,Italy,Male,Person,,,"['Unknown']"
Lassigue Bendthaus,Germany,Male,Person,1968-08-27,,"['Unknown']"
Dave Darell,Unknown,Male,Person,,,"['Unknown']"
Esin Engin,Turkey,Male,Person,1945-05-17,1997-05-04,"['Unknown']"
Thingy,Unknown,,Group,1995,,"['Unknown']"
Beth Hart,USA,Female,Person,1972-01-24,,"['Unknown']"
Annwn,Germany,,Group,2006,,"['Unknown']"
Ottmar Liebert,USA,Male,Person,1959-02-01,,"['Folk']"
Ramblin’ Jack Elliott,USA,Male,Person,1931-08-01,,"['Folk']"
Ef,Sweden,,Group,2003-05,,"['Unknown']"
Andy Sheppard,United Kingdom,Male,Person,1957-01-20,,"['Unknown']"
Gheorghe Zamfir,Romania,Male,Person,1941-04-06,,"['Unknown']"
Charlotte Perrelli,Sweden,Female,Person,1974-10-07,,"['Unknown']"
Brazil,USA,,Group,2002,2007,"['Classic','Experimental','Rock','Pop','Progressive']"
Ricardo Arjona,Guatemala,Male,Person,1964-01-19,,"['Unknown']"
Combat 84,United Kingdom,,Group,1981,1984,"['Punk']"
Volta Do Mar,Unknown,,,,,"['Unknown']"
Element of Crime,Germany,,Group,1985-03,,"['Rock']"
MDFMK,Germany,,Group,1999,2001,"['Unknown']"
Every New Dead Ghost,United Kingdom,,Group,,,"['Unknown']"
Black Milk,Germany,,Group,,,"['Unknown']"
Phideaux,Unknown,Male,Person,,,"['Unknown']"
skankfunk,Unknown,,,,,"['Unknown']"
Johnny Foreigner,United Kingdom,,Group,2005-12,,"['Rock','Indie']"
Petula Clark,United Kingdom,Female,Person,1932-11-15,,"['Easy listening']"
Lost Horizon,Sweden,,Group,1998,,"['Unknown']"
800 Cherries,Japan,,Group,,,"['Unknown']"
Agent Steel,USA,,Group,1984,,"['Metal']"
3 Colours Red,United Kingdom,,Group,1995,2005-09-28,"['Unknown']"
The Orchids,United Kingdom,,Group,1986,,"['Unknown']"
Paul Hindemith,Germany,Male,Person,1895-11-16,1963-12-28,"['Classic']"
Solange,USA,Female,Person,1986-06-24,,"['Unknown']"
Tally Hall,USA,,Group,2002-12,,"['Unknown']"
Chick Corea Elektric Band,USA,,Group,,,"['Unknown']"
Martha Reeves and The Vandellas,USA,,Group,1962,1972,"['Rock','Pop','Classic']"
Prozac+,Italy,,Group,1995,,"['Unknown']"
Hatebreed,USA,,Group,1995,,"['Unknown']"
Dennis Wilson,USA,Male,Person,1944-12-04,1983-12-28,"['Rock','Pop','Classic']"
The Raincoats,United Kingdom,,Group,1977,,"['Rock','Indie','Punk']"
The Sword,USA,,Group,2003,,"['Unknown']"
The Cops,Australia,,Group,2003,,"['Unknown']"
Phil Collins,United Kingdom,Male,Person,1951-01-30,,"['Classic','Jazz','Rock','Pop','Contemporary','Progressive','Soft']"
Jens Lekman,Sweden,Male,Person,1981-02-06,,"['Rock','Pop','Classic']"
Shapeshifter,New Zealand,,Group,1999,,"['Funk','Drum','Bass']"
Marie Cherrier,France,Male,Person,1984-07-31,,"['Unknown']"
Sixteens,Unknown,,Group,,,"['Unknown']"
The Smiths,United Kingdom,,Group,1982,1987,"['Rock','Alternative','Punk','Indie','Pop']"
1905,USA,,Group,,,"['Unknown']"
Paul Anka,Canada,Male,Person,1941-07-30,,"['Easy listening']"
Faith Hill,USA,Female,Person,1967-09-21,,"['Pop','Country']"
Accept,Germany,,Group,1976,,"['Unknown']"
Trashlight Vision,USA,,Group,,,"['Unknown']"
Slash's Snakepit,USA,,Group,1994,,"['Unknown']"
Autechre,United Kingdom,,Group,1991,,"['Techno','Electro','Experimental','Dance','Ambient']"
Kidz in the Hall,USA,,Group,,,"['Dance','Hip hop','Rnb']"
Anoushka Shankar,Unknown,Female,Person,1981-06-09,,"['Unknown']"
Los Ángeles Negros,Chile,,Group,1968,,"['Unknown']"
Sons of the Sun,Unknown,,Group,,,"['Unknown']"
Daïtro,France,,Group,,,"['Unknown']"
DJ Dero,Argentina,Male,Person,1968-07-10,,"['Unknown']"
Gli Atroci,Italy,,Group,1995,,"['Unknown']"
Melchior Productions,Unknown,,Person,,,"['Unknown']"
Sounds Like Violence,Sweden,,Group,2004,,"['Unknown']"
Krigshot,Sweden,,,,,"['Unknown']"
Nate Dogg,USA,Male,Person,1969-08-19,2011-03-15,"['Funk','Rap','Hip hop']"
Wishbone Ash,United Kingdom,,Group,1969,,"['Rock','Progressive','Melodic']"
Футбол,Unknown,,Group,,,"['Unknown']"
Ovuca,Unknown,,Person,,,"['Unknown']"
Cute Is What We Aim For,USA,,Group,2005,,"['Unknown']"
Tstewart,Unknown,,Person,,,"['Unknown']"
Babes in Toyland,USA,,Group,1987,2001,"['Rock','Punk','Alternative']"
Ashley Parker Angel,Unknown,,Person,,,"['Unknown']"
Fujiya & Miyagi,United Kingdom,,Group,2000,,"['Indie','Electro']"
Ian McCulloch,United Kingdom,Male,Person,1959-05-05,,"['Rock','Pop','Classic']"
Kvety nikotínu,Slovakia,,Group,1995,,"['Unknown']"
Danielle Bollinger,Unknown,,Person,,,"['Unknown']"
Gallon Drunk,United Kingdom,,Group,1988,,"['Rock','Indie']"
Para One,France,Male,Person,1979-04-02,,"['Unknown']"
Yeasayer,USA,,Group,2006,,"['World']"
Susie van der Meer,Germany,Female,Person,,,"['Unknown']"
davaNtage,Germany,,Group,1996,2005,"['Unknown']"
cLOUDDEAD,USA,,Group,1999,,"['Unknown']"
Morbid Angel,USA,,Group,1983,,"['Metal']"
Tindersticks,United Kingdom,,Group,1991,,"['Rock','Indie']"
globe,Japan,,Group,1995,,"['Trance','Pop','J-pop','Electro']"
Charlene,USA,Female,Person,1950-06-01,,"['Unknown']"
Sami Koivikko,Unknown,,Person,,,"['Unknown']"
OLIVIA,Japan,Female,Person,1979-12-09,,"['Unknown']"
Holy Fuck,Canada,,Group,2004,,"['Electro','Rock','Alternative','Dance','Instrumental']"
Harry James and His Orchestra,USA,,Group,,,"['Unknown']"
Gary Davis,Unknown,,Person,,,"['Unknown']"
Delerium,Canada,,Group,1986,,"['Electro','World','Pop','Ambient','Beat']"
White Denim,USA,,Group,2006,,"['Rock','Indie']"
Los Delinqüentes,Spain,,Group,1998,,"['Unknown']"
Bon Iver,USA,,Group,2006,,"['Folk','Alternative']"
J. Rawls,USA,Male,Person,1974-02-27,,"['Unknown']"
Rob Dougan,Australia,Male,Person,1969,,"['Unknown']"
Masta Killa,USA,Male,Person,1969-08-18,,"['Unknown']"
The Orb,United Kingdom,,Group,1988,,"['Techno','Electro','Dance','House','Ambient']"
Mott the Hoople,United Kingdom,,Group,1969,1974,"['Rock','Pop','Classic','Glam']"
Glassjaw,Unknown,,Group,1994,,"['Rock','Indie']"
Лаванда,Unknown,,Group,2002,,"['Unknown']"
Cornell Campbell,Jamaica,Male,Person,1945-11-23,,"['Unknown']"
Virginia Jetzt!,Germany,,Group,1999,2010-10-20,"['Indie','Pop','Alternative']"
M-Seven,Unknown,,Person,,,"['Unknown']"
Germs,USA,,Group,,,"['Punk']"
Guillemots,United Kingdom,,Group,2005-08,,"['Rock','Indie']"
Cabaret Voltaire,United Kingdom,,Group,1973,1995,"['Techno','Electro','Experimental','Rock','Alternative','Punk','Dance','Industrial','House','Ambient']"
Explosions in the Sky,Unknown,,Group,1999-02,,"['Classic','Rock','Instrumental','Pop','Ambient']"
Mirco de Govia,Unknown,,Person,,,"['Unknown']"
Paris,USA,Male,Person,1967-10-29,,"['Hip hop']"
Erasure,United Kingdom,,Group,1985,,"['Classic','Electro','Rock','Alternative','Synth','Dance','Pop']"
The Hours,United Kingdom,,Group,2004,,"['Rock','Indie']"
The Trews,Unknown,,Group,1997,,"['Unknown']"
Silvio Rodríguez,Cuba,Male,Person,1946-11-29,,"['Unknown']"
Genghis Tron,USA,,Group,2004,,"['Unknown']"
Tompaulin,United Kingdom,,Group,1999,2007,"['Unknown']"
Dee Dee Bridgewater,USA,Female,Person,1950-05-27,,"['Jazz']"
Soul Position,USA,,Group,2002,2006,"['Unknown']"
Take,Unknown,,Person,,,"['Unknown']"
Lis er stille,Unknown,,Group,2004,,"['Unknown']"
Mary Wells,USA,Female,Person,1943-05-13,1992-07-26,"['Rock','Indie']"
Lard,USA,,Group,1988,2000,"['Unknown']"
Oil,Unknown,,Group,,,"['Unknown']"
Rottin,Unknown,,,,,"['Unknown']"
Janove Ottesen,Norway,Male,Person,1975-08-27,,"['Unknown']"
Refused,Sweden,,Group,1992,1998,"['Rock','Indie','Punk']"
Traveling Wilburys,USA,,Group,1988,1990,"['Rock','Pop','Classic']"
Atheist,USA,,Group,1987,1993,"['Progressive','Metal']"
Itkevä tyttö,Unknown,,Group,,2013,"['Unknown']"
Bloodpit,Finland,,Group,1998-11-26,,"['Unknown']"
Scissor Sisters,USA,,Group,2001,,"['Rock','Indie','Pop','Glam']"
B.J. Thomas,USA,Male,Person,1942-08-07,,"['Unknown']"
Hafdis Huld,Iceland,Female,Person,,,"['Unknown']"
Rodox,Unknown,,,,,"['Unknown']"
Migreen,Estonia,,Group,2000,2003,"['Unknown']"
Jeff Beck Group,United Kingdom,,Group,1967,1972,"['Rock','Blues']"
Krackatoa,Unknown,,Group,1998,,"['Unknown']"
Equilibrium,Germany,,Group,2001,,"['Folk','Metal']"
The Bouncing Souls,USA,,Group,1988,,"['Punk']"
Fused,Unknown,,Group,,,"['Unknown']"
Stunt,United Kingdom,,Group,,,"['Unknown']"
Cary Brothers,USA,Male,Person,,,"['Rock','Indie']"
Yazoo,United Kingdom,,Group,1982,1983,"['Electro','Rock','Synth','Dance','Indie','Vocal','Pop']"
Allison Moorer,USA,Female,Person,1972-06-21,,"['Folk','Country','Alternative']"
Caroline Lind,Denmark,Female,Person,,,"['Unknown']"
Emily Haines & The Soft Skeleton,Unknown,,Group,,,"['Vocal']"
mc chris,USA,Male,Person,1975-09-02,,"['Unknown']"
Jerry Reed,USA,Male,Person,1937-03-20,2008-09-01,"['Unknown']"
Swing,USA,Male,Person,1969-09-17,,"['Unknown']"
中川幸太郎,Japan,Male,Person,1969-02-07,,"['Unknown']"
Alice Nine,Japan,,Group,2004-04,,"['Unknown']"
Procol Harum,United Kingdom,,Group,1967,,"['Classic','Rock','Psychedelic','Pop','Progressive']"
Lovage,USA,,Group,2000,2002,"['Unknown']"
Fobia,Mexico,,Group,1987,,"['Unknown']"
John Miles,United Kingdom,Male,Person,1949-04-23,,"['Unknown']"
Tom Morello,USA,Male,Person,1964-05-30,,"['Unknown']"
Kapasiteettiyksikkö,Finland,,Group,1998,2008,"['Unknown']"
Rock Kills Kid,USA,,Group,2001,,"['Unknown']"
Lester Sterling,Jamaica,Male,Person,1936-01-31,,"['Unknown']"
Strays Don't Sleep,Unknown,,,,,"['Unknown']"
George Harrison,United Kingdom,Male,Person,1943-02-24,2001-11-29,"['Classic','Electro','Rock','Pop','Folk']"
Low,USA,,Group,1993,,"['Classic','Rock','Alternative','Indie','Pop']"
Ward 21,Jamaica,,Group,1998,,"['Dance','Hip hop','Rnb']"
yourcodenameis:milo,United Kingdom,,Group,2002,2007-08-21,"['Unknown']"
Bounty Killer,Jamaica,Male,Person,1972-06-12,,"['Dance','Reggae','Hip hop','Rnb']"
The Adicts,United Kingdom,,Group,1975,,"['Folk','Punk']"
The J. Geils Band,Unknown,,Group,1967,,"['Rock','Indie']"
Richard Hell & The Voidoids,USA,,Group,,,"['Rock','Pop','Classic','Punk']"
Under the Influence of Giants,USA,,Group,2000,,"['Unknown']"
Morphine,USA,,Group,1990,1999,"['Rock']"
Alaska,Spain,Female,Person,,,"['Unknown']"
KGB,USA,,Group,,,"['Unknown']"
Towa Tei,Japan,Male,Person,1964-09-07,,"['Downtempo','Electro']"
Andrés Segovia,Spain,Male,Person,1893-02-21,1987-06-03,"['Classic']"
Buddy Guy,USA,Male,Person,1936-07-30,,"['Blues']"
Nguru,Unknown,,,,,"['Unknown']"
Bob Seger,USA,Male,Person,1945-05-06,,"['Rock','Pop','Classic']"
Crowhead,Unknown,,,,,"['Unknown']"
Axel Rudi Pell,Germany,,Group,1989,,"['Unknown']"
Lisa Marie Presley,USA,Female,Person,1968-02-01,,"['Unknown']"
Jim Sturgess,United Kingdom,Male,Person,1981-05-16,,"['Unknown']"
Chris Mills,USA,,Person,,,"['Unknown']"
Secret Chiefs 3,Unknown,,Group,1995,,"['Unknown']"
Estatic Fear,Austria,,Group,1994,,"['Unknown']"
Mindless Self Indulgence,USA,,Group,1997,,"['Rock','Hip hop','Punk','Electro']"
Minus 8,Switzerland,Male,Person,,,"['Unknown']"
Fluisterwoud,Unknown,,Group,,,"['Unknown']"
Kaki King,USA,Female,Person,1979-08-24,,"['Classic','Experimental','Rock','Instrumental','Pop']"
久石譲,Japan,Male,Person,1950-12-06,,"['Unknown']"
International Peoples Gang,Unknown,,Group,,,"['Unknown']"
Orson,USA,,Group,2005,,"['Rock','Indie']"
Basto!,Belgium,Male,Person,,,"['Unknown']"
Shystie,United Kingdom,Female,Person,1982-12-25,,"['Dance','Hip hop','Rnb']"
Gamat 3000,Germany,,Group,,,"['Unknown']"
Blue Foundation,Denmark,,Group,,,"['Unknown']"
Radio Citizen,Germany,Male,Person,1978,,"['Unknown']"
Carpenters,USA,,Group,1968,1983,"['Rock','Pop','Classic']"
Hansen Band,Germany,,Group,2005,,"['Unknown']"
Sequence Pulse,Unknown,,,,,"['Unknown']"
Breaks Co-op,New Zealand,,Group,1997,,"['Unknown']"
NEU World Order,Unknown,,,,,"['Unknown']"
Paramore,USA,,Group,2002,,"['Rock','Pop','Punk','Alternative']"
Axwell,Sweden,Male,Person,1977-12-18,,"['Rock','Indie']"
Matthew Shipp,USA,Male,Person,1960-12-07,,"['Blues','Jazz']"
Robert Armani,USA,Male,Person,1970-08-06,,"['Unknown']"
